text,primary_intent
"WHAT MATERIAL IS ON THE FINAL EXAM?",exam_query
"IS THERE A MAKEUP EXAM POLICY?",exam_query
"CAN WE USE NOTES DURING THE EXAM?",exam_query
"HOW MUCH ARE EXAMS WORTH FOR THE FINAL GRADE?",exam_query
"IS THERE A QUIZ THIS WEEK?",exam_query
"DO WE HAVE A POP QUIZ TODAY?",exam_query
"ARE EXAMS PROCTORED ONLINE?",exam_query
"DO WE HAVE AN EXAM RIGHT AFTER SPRING BREAK?",exam_query
"IS THERE ANY EXAM FOR THE LAB SECTION?",exam_query
"WHAT DAYS DO WE HAVE CS 575 CLASS?",schedule_query
"WHAT TIME IS CS 575?",schedule_query
"WHEN DOES CS 575 MEET?",schedule_query
"WHAT TIME IS OUR CLASS ON TUESDAY?",schedule_query
"WHAT TIME IS THE LECTURE ON MONDAY?",schedule_query
"WHEN IS OUR NEXT CLASS?",schedule_query
"DO WE HAVE CLASS TODAY?",schedule_query
"IS THERE CLASS TOMORROW?",schedule_query
"ARE WE MEETING THIS FRIDAY?",schedule_query
"WHAT'S THE CLASS SCHEDULE FOR CS 535?",schedule_query
"WHAT DAYS OF THE WEEK IS THIS COURSE?",schedule_query
"IS THE CLASS ON MWF OR TR?",schedule_query
"WHAT TIME DOES CLASS START?",schedule_query
"WHAT TIME DOES CLASS END?",schedule_query
"ARE WE ON ZOOM OR IN PERSON TODAY?",schedule_query
"WHERE IS OUR CLASSROOM LOCATION?",schedule_query
"WHICH ROOM IS CS 575 IN?",schedule_query
"WHAT BUILDING IS OUR CLASS IN?",schedule_query
"IS CLASS CANCELLED TODAY?",schedule_query
"IS THERE A HOLIDAY SO NO CLASS?",schedule_query
"ARE WE FOLLOWING THE MONDAY SCHEDULE THIS WEEK?",schedule_query
"DO WE HAVE LAB THIS WEEK?",schedule_query
"WHEN DOES LAB START?",schedule_query
"WHAT TIME IS DISCUSSION SECTION?",schedule_query
"WHAT TIME IS OFFICE HOURS FOR THIS CLASS?",schedule_query
"WHEN ARE THE RECITATION SECTIONS?",schedule_query
"ARE THERE EVENING SESSIONS FOR THIS COURSE?",schedule_query
"IS THERE A MAKEUP CLASS SCHEDULED?",schedule_query
"WHAT'S OUR TIMETABLE FOR CS 575 NEXT WEEK?",schedule_query
"WHAT TIME IS THE FIRST CLASS OF THE SEMESTER?",schedule_query
"WHEN IS THE ORIENTATION EVENT?",event_query
"WHAT TIME IS THE WELCOME SESSION?",event_query
"WHEN IS THE DEPARTMENT MEET AND GREET?",event_query
"WHAT TIME IS THE CAREER FAIR?",event_query
"WHEN IS THE HACKATHON STARTING?",event_query
"WHAT DAY IS THE GUEST LECTURE?",event_query
"WHAT TIME IS THE GUEST TALK?",event_query
"WHEN IS THE WORKSHOP ON MACHINE LEARNING?",event_query
"WHEN IS THE INFO SESSION FOR INTERNSHIPS?",event_query
"WHAT TIME IS THE STUDENT CLUB MEETING?",event_query
"WHEN IS THE SEMINAR SCHEDULED?",event_query
"WHAT TIME IS THE ADVISING SESSION?",event_query
"WHEN IS THE CAMPUS TOUR?",event_query
"WHEN IS THE NEXT SOCIAL EVENT?",event_query
"WHAT TIME IS THE DEPARTMENT TOWN HALL?",event_query
"HEY, DO WE EVEN HAVE CLASS LOL?",schedule_query
"BRO DO WE HAVE LECTURE TODAY?",schedule_query
"LOL ARE WE MEETING OR NOT?",schedule_query
"SO, CLASS TODAY OR NAH?",schedule_query
"IS CLASS ACTUALLY HAPPENING TODAY?",schedule_query
"WAIT, WHAT TIME IS CLASS AGAIN?",schedule_query
"YO WHAT TIME ARE WE SUPPOSED TO BE IN CLASS?",schedule_query
"REMIND ME WHEN CLASS IS PLS",schedule_query
"ARE WE ON ZOOM OR IN-PERSON FOR CLASS TODAY?",schedule_query
"ARE WE MEETING ON CAMPUS THIS WEEK?",schedule_query
"THANKS THAT REALLY HELPS",chitchat
"OKAY COOL GOT IT",chitchat
"LOL THAT'S FUNNY",chitchat
"BRUH I'M SO STRESSED",chitchat
"I'M LOWKEY PANICKING ABOUT THIS SEMESTER",chitchat
"YOU'RE SUPER HELPFUL THANK YOU",chitchat
"OK NICE, APPRECIATE IT",chitchat
"I'M JUST RANTING SORRY LOL",chitchat
"HAHA I DIDN'T EXPECT THAT ANSWER",chitchat
"OHHH THAT MAKES SENSE NOW",chitchat
"What do you think about Nourai?",instructor_lookup
"What do you think about Goh?",instructor_lookup
"What do you think about Moore?",instructor_lookup
"What do you think about Lee?",instructor_lookup
"What do you think about Chen?",instructor_lookup
"What do you think about Patel?",instructor_lookup
"What do you think about Kim?",instructor_lookup
"What do you think about Wang?",instructor_lookup
"What do you think about Park?",instructor_lookup
"What do you think about Rossi?",instructor_lookup
"What do you think about Silva?",instructor_lookup
"What do you think about Adams?",instructor_lookup
"What do you think about Brown?",instructor_lookup
"What do you think about Clark?",instructor_lookup
"What do you think about Lewis?",instructor_lookup
"What do you think about Johnson?",instructor_lookup
"What do you think about Carter?",instructor_lookup
"What do you think about Lopez?",instructor_lookup
"What do you think about Morgan?",instructor_lookup
"What do you think about Rivera?",instructor_lookup
"What do you think about Knight?",instructor_lookup
"What do you think about Stone?",instructor_lookup
"What do you think about Turner?",instructor_lookup
"What do you think about Quinn?",instructor_lookup
"What do you think about Schultz?",instructor_lookup
"What do you think about Abbas?",instructor_lookup
"What do you think about Ahmed?",instructor_lookup
"What do you think about Farouk?",instructor_lookup
"What do you think about Sato?",instructor_lookup
"What do you think about Tanaka?",instructor_lookup
"What do you think about Nakamura?",instructor_lookup
"What do you think about Takahashi?",instructor_lookup
"What do you think about Yamamoto?",instructor_lookup
"What do you think about Ivanov?",instructor_lookup
"What do you think about Petrov?",instructor_lookup
"What do you think about Volkova?",instructor_lookup
"What do you think about Dubois?",instructor_lookup
"What do you think about Lefevre?",instructor_lookup
"What do you think about Schmidt?",instructor_lookup
"What do you think about Weber?",instructor_lookup
"What do you think about Jensen?",instructor_lookup
"What do you think about Sørensen?",instructor_lookup
"What do you think about Novak?",instructor_lookup
"What do you think about Horvat?",instructor_lookup
"What do you think about Dimitrov?",instructor_lookup
"What do you think about Georgiou?",instructor_lookup
"What do you think about Mendes?",instructor_lookup
"What do you think about Duarte?",instructor_lookup
"What do you think about Pereira?",instructor_lookup
"What do you think about Batista?",instructor_lookup
"What is CS 575 mainly about?",course_info
"What topics does CS 575 focus on?",course_info
"What does CS 575 cover in general?",course_info
"What is the main focus of CS 535?",course_info
"Can you explain what this course is about?",course_info
"What kind of material do we study in CS 575?",course_info
"Is CS 575 more theory or implementation?",course_info
"Is CS 535 a programming heavy class?",course_info
"What sort of projects are in CS 575?",course_info
"Is this course good preparation for systems work?",course_info
"Is this class more math oriented or coding oriented?",course_info
"What background knowledge do I need for CS 575?",course_info
"Is CS 575 considered a core course?",course_info
"Is CS 575 a required class for my program?",course_info
"Is CS 535 an introductory or advanced course?",course_info
"How hard is CS 575 compared to other classes?",course_info
"Is this a reading heavy class?",course_info
"Do we do a lot of group work in this course?",course_info
"Is attendance important in CS 575?",course_info
"Is this class recommended for students interested in security?",course_info
"Would you recommend taking CS 575 in the first semester?",course_info
"Is CS 575 good for people new to operating systems?",course_info
"How intense is the workload in this course?",course_info
"Do students usually enjoy this class?",course_info
"Is there a lot of writing in this course?",course_info
"Is this course more conceptual than hands on?",course_info
"Does CS 575 include a lab component?",course_info
"Is this class good for preparing for interviews?",course_info
"Would you say CS 575 is beginner friendly?",course_info
"When does CS 575 meet during the week?",schedule_query
"On which days do we have CS 575?",schedule_query
"What time is our CS 575 lecture?",schedule_query
"At what time does CS 575 start?",schedule_query
"What time does the CS 575 class end?",schedule_query
"Which days of the week is CS 535 scheduled?",schedule_query
"Do we have CS 575 on Mondays and Wednesdays?",schedule_query
"Is our class on Tuesday or Thursday?",schedule_query
"Are we meeting for class in the morning or afternoon?",schedule_query
"Do we have a class session this Friday?",schedule_query
"Is there class today for CS 575?",schedule_query
"Are we still having class after the holiday?",schedule_query
"What is the classroom schedule for CS 535 next week?",schedule_query
"When is our next lecture for this course?",schedule_query
"Do we have any evening classes for CS 575?",schedule_query
"Is our discussion section right after lecture?",schedule_query
"When does the lab for this class start?",schedule_query
"Which room is the lecture in for CS 575?",schedule_query
"What building is our class held in?",schedule_query
"Where is our classroom located on campus?",schedule_query
"Are office hours happening today?",schedule_query
"What time are office hours for CS 575?",schedule_query
"When is the lab session scheduled during the week?",schedule_query
"Do we follow the Monday schedule on this holiday week?",schedule_query
"Is there a makeup class scheduled this weekend?",schedule_query
"Do we have a recitation for this course and when is it?",schedule_query
"When is the first day of class for CS 575?",schedule_query
"When is the last class meeting for this semester?",schedule_query
"Yo what time is class again for cs575 lol",schedule_query
"Bro do we even have class today for cs 575",schedule_query
"So is lecture today or not I am confused",schedule_query
"Wait are we on zoom or in person for class today",schedule_query
"Remind me what time we meet tomorrow for this class",schedule_query
"Is class cancelled today or are we still going",schedule_query
"Hey is there any class after the break or no",schedule_query
"Do we still have cs 575 tonight or was it moved",schedule_query
"Are we meeting in the usual room for class today",schedule_query
"Class at 2 or 3 today for cs 575 I forgot",schedule_query
"When is the midterm exam for CS 575 scheduled?",exam_query
"What date is our CS 575 midterm?",exam_query
"When is the final exam for this course?",exam_query
"What time does the final exam start?",exam_query
"Do we have a midterm and a final in this class?",exam_query
"Is there a midterm for CS 535?",exam_query
"Is there a final exam for CS 575 or just projects?",exam_query
"How many exams do we have in this course?",exam_query
"Is the midterm multiple choice or written?",exam_query
"Is the final exam cumulative for all topics?",exam_query
"Are quizzes part of the exam grade in this class?",exam_query
"Is there a quiz this week in CS 575?",exam_query
"Do we have a pop quiz today?",exam_query
"Where will the midterm exam take place?",exam_query
"In which room is the final exam for CS 575?",exam_query
"How long is the final exam for this course?",exam_query
"How long is the midterm supposed to last?",exam_query
"Which chapters are covered on the midterm exam?",exam_query
"What material is included on the final exam?",exam_query
"Is there a makeup exam option if we miss the test?",exam_query
"Are we allowed to use notes on the exam?",exam_query
"Can we bring a formula sheet to the exam?",exam_query
"Are the exams open book in this class?",exam_query
"What percentage of the grade is determined by exams?",exam_query
"When is our next quiz for CS 535?",exam_query
"Is the exam online or in person?",exam_query
"Is the final exam proctored remotely?",exam_query
"Are we having an exam right after spring break?",exam_query
"Is there a separate exam for the lab section?",exam_query
"Yo when is the cs575 exam again I forgot",exam_query
"Bro what day is the midterm I am panicking",exam_query
"Do we have any exam this week or nah",exam_query
"Is the test tomorrow or next week I am confused",exam_query
"Exam at 9 or 10 I keep mixing it up",exam_query
"Wait is the final in person or on zoom",exam_query
"We got a quiz today right or am I dreaming",exam_query
"Is there a surprise test or was that a rumor",exam_query
"Do we have two exams or just one big final",exam_query
"Lowkey scared about the midterm when exactly is it",exam_query
"When is the orientation session for new students?",event_query
"What time is the welcome event for our department?",event_query
"When is the department meet and greet happening?",event_query
"What day is the career fair on campus?",event_query
"At what time does the internship info session start?",event_query
"When is the hackathon scheduled to begin?",event_query
"What time is the guest lecture taking place?",event_query
"When is the workshop on machine learning being held?",event_query
"What day is the student club meeting this week?",event_query
"When is the next research seminar in our department?",event_query
"What time is the advising information session?",event_query
"When is the open house event for the program?",event_query
"When is the campus tour for new students?",event_query
"What day is the department town hall meeting?",event_query
"When is the next social event for CS students?",event_query
"What time is the networking night event?",event_query
"When is the grad school information session?",event_query
"When is the resume workshop scheduled?",event_query
"What day is the alumni panel discussion?",event_query
"When is the next tech talk on campus?",event_query
"When is the scholarship information event?",event_query
"What time is the orientation for transfer students?",event_query
"When is the welcome back event after break?",event_query
"When is the next coding competition happening?",event_query
"What day is the company info session for internships?",event_query
"When is the on campus recruiting event?",event_query
"When is the student organization fair?",event_query
"When is the study abroad information session?",event_query
"When is the mental health workshop scheduled?",event_query
"When is the diversity and inclusion event?",event_query
"What time is the pizza social tonight?",event_query
"When is the research poster session?",event_query
"At what time is the faculty Q and A happening?",event_query
"When is the first year mixer event?",event_query
"When is the graduation information meeting?",event_query
"When is the capstone showcase scheduled?",event_query
"When is the internship panel this month?",event_query
"When is the scholarship workshop being held?",event_query
"When is the exam preparation workshop?",event_query
"When is the academic integrity seminar?",event_query
"When is the cybersecurity awareness talk?",event_query
"When is the departmental awards ceremony?",event_query
"When is the orientation for teaching assistants?",event_query
"When is the tutoring center open house?",event_query
"When is the mid semester check in event?",event_query
"When is the finals de stress event on campus?",event_query
"When is the coffee chat with faculty?",event_query
"When is the graduate open day for CS?",event_query
"When is the student project expo?",event_query
"When is the library workshop for research skills?",event_query
"When is the registration help session for next semester?",event_query
"When is the poster fair for student clubs?",event_query
"When is the welcome lunch for new majors?",event_query
"When is the student leadership training event?",event_query
"When is the career readiness bootcamp?",event_query
"When is the volunteering fair happening?",event_query
"When is the orientation for international students?",event_query
"Yo when is that cs welcome event again",event_query
"Bro what time is the hackathon starting I forgot",event_query
"When is that free pizza thing for cs students lol",event_query
"Is the career fair today or tomorrow I am lost",event_query
"When is that big networking event thing",event_query
"Wait when is the info session for internships again",event_query
"That workshop on ml when is it happening",event_query
"Any idea when the club meeting is this week",event_query
"That talk with the guest speaker when is it",event_query
"When is that chill social event you mentioned",event_query
"When is the next assignment due for CS 575?",assignment_query
"What is the deadline for the homework in CS 575?",assignment_query
"When do we have to submit Assignment 1?",assignment_query
"When is Project 1 due for this class?",assignment_query
"Is there any homework due this week for CS 575?",assignment_query
"Do we have any assignments due tomorrow?",assignment_query
"What is the due date for the lab report?",assignment_query
"When do we need to turn in the programming assignment?",assignment_query
"Is there anything we need to submit before the next class?",assignment_query
"When is the final project due for this course?",assignment_query
"When is the last day to submit the term paper?",assignment_query
"Are late submissions allowed for this assignment?",assignment_query
"Do we get any grace period for the homework deadline?",assignment_query
"Is there extra credit homework we can submit?",assignment_query
"How many assignments are there in CS 575?",assignment_query
"How many homeworks do we have for this course?",assignment_query
"Are there weekly assignments or just a big project?",assignment_query
"Is the project done individually or in groups?",assignment_query
"Do we have to do a group presentation for this class?",assignment_query
"Is there a written report required for the final project?",assignment_query
"Is the lab work graded as part of assignments?",assignment_query
"How much is the final project worth for the grade?",assignment_query
"What percentage of the grade is homework?",assignment_query
"Is there a separate grade for participation assignments?",assignment_query
"Is there a reflection assignment in this class?",assignment_query
"Do we have to submit anything on the learning platform tonight?",assignment_query
"Is the quiz counted as an assignment or an exam?",assignment_query
"Is the coding exercise due before or after lecture?",assignment_query
"Is there a draft submission before the final project deadline?",assignment_query
"When is the next problem set due?",assignment_query
"Yo when is that hw due for cs 575 I forgot",assignment_query
"Bro do we have any assignment due this week",assignment_query
"When is pset 2 due I lost track",assignment_query
"Is project deadline this Friday or next",assignment_query
"Are we supposed to upload the report tonight or tomorrow",assignment_query
"Do we need to turn in anything for lab today",assignment_query
"Is homework due at midnight or before class",assignment_query
"Is there any graded work due after break",assignment_query
"Is the assignment online only or do we print it",assignment_query
"Lowkey confused about the deadline when is assignment 3 due",assignment_query
"Can you remind me about the alert for low attendance?",alert_query
"Will I get a notification if my attendance is too low?",alert_query
"Do I receive alerts when I am missing assignments?",alert_query
"Can the system warn me if a deadline is coming soon?",alert_query
"Do I get a reminder before the homework is due?",alert_query
"Can you send me an alert when the exam date is near?",alert_query
"Is there a way to get notified if class is cancelled?",alert_query
"Can I receive an alert if the room changes?",alert_query
"Will I be alerted if a new announcement is posted?",alert_query
"Can you notify me about important course updates?",alert_query
"Can you remind me a day before each assignment deadline?",alert_query
"Can I get a warning if I am failing a class?",alert_query
"Do I get alerts if there are new grades posted?",alert_query
"Can you ping me when office hours start?",alert_query
"Can you notify me if an event is about to start?",alert_query
"Can I get a reminder before orientation begins?",alert_query
"Can you send me a reminder for tomorrow's lecture?",alert_query
"Can the system alert me about registration deadlines?",alert_query
"Do I get notified about add drop deadlines?",alert_query
"Can you remind me when it's time to register for classes?",alert_query
"Can you notify me about scholarship deadlines?",alert_query
"Can I get alerts for campus safety warnings?",alert_query
"Do I get notifications for weather related closures?",alert_query
"Can you send an alert if the university closes early?",alert_query
"Will I be notified if an exam time changes?",alert_query
"Can you remind me about my advisor appointment?",alert_query
"Can you remind me an hour before my lab starts?",alert_query
"Can I set a reminder for project check in meetings?",alert_query
"Can I get an alert when the grade for the midterm is posted?",alert_query
"Can I get notified when the final grades are released?",alert_query
"Yo can you remind me before my hw is due",alert_query
"Can you ping me when exam is like tomorrow",alert_query
"Please send me a heads up if class gets cancelled",alert_query
"Can I get a text if the room changes last minute",alert_query
"Hey remind me about that event tonight",alert_query
"Can you warn me if my attendance is too low lol",alert_query
"Please alert me if any deadline is super close",alert_query
"Can you notify me if a new assignment drops",alert_query
"Send me a reminder before office hours start pls",alert_query
"Can I get an alert when registration opens up",alert_query
"Will it rain in Boston today?",weather
"Do I need an umbrella for campus today?",weather
"What is the weather like in Boston right now?",weather
"Is it going to snow near campus tomorrow?",weather
"How cold will it be tonight around campus?",weather
"Is it going to be very windy at school today?",weather
"Will it be hot during the afternoon on campus?",weather
"Is there any chance of thunderstorms this evening?",weather
"Is it safe to walk to class or is there a storm coming?",weather
"Will the temperature drop a lot after sunset?",weather
"Is it going to be icy on the way to campus tomorrow?",weather
"Is there heavy rain expected during my commute?",weather
"Do I need a jacket for class tonight?",weather
"Is it going to be humid during the day?",weather
"Is there a heatwave warning near campus?",weather
"Is there any weather alert I should know about?",weather
"Will it be sunny during lunchtime around the university?",weather
"Is it likely to snow later this week?",weather
"Is there fog expected in the morning?",weather
"Will the roads be slippery because of snow or ice?",weather
"Is it going to rain during my walk back from class?",weather
"Is there a risk of thunderstorms this afternoon?",weather
"Should I bring a raincoat for the day?",weather
"Is it going to be very cold in the morning before class?",weather
"Do I need gloves and a hat for tomorrow morning?",weather
"Will it be nice enough to hang out outside after class?",weather
"Is it going to be cloudy or sunny today?",weather
"How hot is it going to get this afternoon?",weather
"Is there a chance of snow on the weekend?",weather
"Is the weather okay for biking to campus today?",weather
"Is there a severe weather warning for our area?",weather
"Is there a storm coming through Boston tonight?",weather
"Will classes be affected by snow tomorrow?",weather
"Is the wind going to be strong later today?",weather
"Is it safe to walk outside or is there a storm warning?",weather
"Is it going to be really hot during the day?",weather
"Is it going to cool down by the time class ends?",weather
"Yo is it raining outside right now",weather
"Do I gotta carry an umbrella today fr",weather
"Is it freezing out there or nah",weather
"Is the weather trash today or can I walk to class",weather
"Am I gonna get soaked walking to campus",weather
"Is it like super hot outside I am dying",weather
"Is it snowing rn near campus",weather
"Do I need a big jacket or is a hoodie enough",weather
"Is the wind crazy today or chill",weather
"Is it safe to bike to class or is it icy",weather
"Will it rain by the time I am done with class",weather
"Is the weather okay for walking back late tonight",weather
"Is it super humid today I hate this",weather
"Is the heat unbearable or just normal",weather
"Is the storm hitting our area today",weather
"Are we getting snow this weekend lol",weather
"Is the campus likely to close because of snow",weather
"Is there thunder and lightning happening right now",weather
"Is the air quality okay today",weather
"Is it super foggy outside this morning",weather
"Is it going to be sunny enough to sit outside",weather
"Does it look like rain during lunchtime",weather
"Should I wear boots because of the weather",weather
"Do I need a hat and gloves for the walk",weather
"Is it chilly enough to need a coat",weather
"Is there a big storm later I should know about",weather
"Is the weather bad enough to cancel class",weather
"Is it too windy to use an umbrella lol",weather
"Is it snowing a lot or just a little",weather
"Is it going to get colder tonight after class",weather
"Is there any flooding expected near campus",weather
"Is it going to be super sunny this afternoon",weather
"Is there lightning expected later in the evening",weather
"Is it going to be mild or cold all day",weather
"Is the temperature dropping quickly tonight",weather
"Is it going to stay warm after sunset",weather
"Is the weather okay for wearing shorts today",weather
"Will it be cold in the morning and warm later",weather
"Is the wind chill really bad this morning",weather
"Is there a snowstorm on the way this week",weather
"Is there any ice on the sidewalks near campus",weather
"Is the rain going to last all day",weather
"Is there a break in the rain this afternoon",weather
"Is it really stormy out or just light rain",weather
"Is the weather fine for going out tonight",weather
"Is there a lot of fog near campus tonight",weather
"Is it super cold in the evening lately",weather
"Is the weather nicer tomorrow than today",weather
"Do I need sunscreen for walking around campus",weather
"Is it going to be overcast all day today",weather
"Is there a risk of hail later on",weather
"Is the heat index high today",weather
"Is there any snow left on the ground near campus",weather
"What is CS 575 mainly about?",course_info
"What topics does CS 575 focus on?",course_info
"What does CS 575 cover in general?",course_info
"What is the main focus of CS 535?",course_info
"Can you explain what this course is about?",course_info
"What kind of material do we study in CS 575?",course_info
"Is CS 575 more theory or implementation?",course_info
"Is CS 535 a programming heavy class?",course_info
"What sort of projects are in CS 575?",course_info
"Is this course good preparation for systems work?",course_info
"Is this class more math oriented or coding oriented?",course_info
"What background knowledge do I need for CS 575?",course_info
"Is CS 575 considered a core course?",course_info
"Is CS 575 a required class for my program?",course_info
"Is CS 535 an introductory or advanced course?",course_info
"How hard is CS 575 compared to other classes?",course_info
"Is this a reading heavy class?",course_info
"Do we do a lot of group work in this course?",course_info
"Is attendance important in CS 575?",course_info
"Is this class recommended for students interested in security?",course_info
"Would you recommend taking CS 575 in the first semester?",course_info
"Is CS 575 good for people new to operating systems?",course_info
"How intense is the workload in this course?",course_info
"Do students usually enjoy this class?",course_info
"Is there a lot of writing in this course?",course_info
"Is this course more conceptual than hands on?",course_info
"Does CS 575 include a lab component?",course_info
"Is this class good for preparing for interviews?",course_info
"Would you say CS 575 is beginner friendly?",course_info
"When does CS 575 meet during the week?",schedule_query
"On which days do we have CS 575?",schedule_query
"What time is our CS 575 lecture?",schedule_query
"At what time does CS 575 start?",schedule_query
"What time does the CS 575 class end?",schedule_query
"Which days of the week is CS 535 scheduled?",schedule_query
"Do we have CS 575 on Mondays and Wednesdays?",schedule_query
"Is our class on Tuesday or Thursday?",schedule_query
"Are we meeting for class in the morning or afternoon?",schedule_query
"Do we have a class session this Friday?",schedule_query
"Is there class today for CS 575?",schedule_query
"Are we still having class after the holiday?",schedule_query
"What is the classroom schedule for CS 535 next week?",schedule_query
"When is our next lecture for this course?",schedule_query
"Do we have any evening classes for CS 575?",schedule_query
"Is our discussion section right after lecture?",schedule_query
"When does the lab for this class start?",schedule_query
"Which room is the lecture in for CS 575?",schedule_query
"What building is our class held in?",schedule_query
"Where is our classroom located on campus?",schedule_query
"Are office hours happening today?",schedule_query
"What time are office hours for CS 575?",schedule_query
"When is the lab session scheduled during the week?",schedule_query
"Do we follow the Monday schedule on this holiday week?",schedule_query
"Is there a makeup class scheduled this weekend?",schedule_query
"Do we have a recitation for this course and when is it?",schedule_query
"When is the first day of class for CS 575?",schedule_query
"When is the last class meeting for this semester?",schedule_query
"Yo what time is class again for cs575 lol",schedule_query
"Bro do we even have class today for cs 575",schedule_query
"So is lecture today or not I am confused",schedule_query
"Wait are we on zoom or in person for class today",schedule_query
"Remind me what time we meet tomorrow for this class",schedule_query
"Is class cancelled today or are we still going",schedule_query
"Hey is there any class after the break or no",schedule_query
"Do we still have cs 575 tonight or was it moved",schedule_query
"Are we meeting in the usual room for class today",schedule_query
"Class at 2 or 3 today for cs 575 I forgot",schedule_query
"When is the midterm exam for CS 575 scheduled?",exam_query
"What date is our CS 575 midterm?",exam_query
"When is the final exam for this course?",exam_query
"What time does the final exam start?",exam_query
"Do we have a midterm and a final in this class?",exam_query
"Is there a midterm for CS 535?",exam_query
"Is there a final exam for CS 575 or just projects?",exam_query
"How many exams do we have in this course?",exam_query
"Is the midterm multiple choice or written?",exam_query
"Is the final exam cumulative for all topics?",exam_query
"Are quizzes part of the exam grade in this class?",exam_query
"Is there a quiz this week in CS 575?",exam_query
"Do we have a pop quiz today?",exam_query
"Where will the midterm exam take place?",exam_query
"In which room is the final exam for CS 575?",exam_query
"How long is the final exam for this course?",exam_query
"How long is the midterm supposed to last?",exam_query
"Which chapters are covered on the midterm exam?",exam_query
"What material is included on the final exam?",exam_query
"Is there a makeup exam option if we miss the test?",exam_query
"Are we allowed to use notes on the exam?",exam_query
"Can we bring a formula sheet to the exam?",exam_query
"Are the exams open book in this class?",exam_query
"What percentage of the grade is determined by exams?",exam_query
"When is our next quiz for CS 535?",exam_query
"Is the exam online or in person?",exam_query
"Is the final exam proctored remotely?",exam_query
"Are we having an exam right after spring break?",exam_query
"Is there a separate exam for the lab section?",exam_query
"Yo when is the cs575 exam again I forgot",exam_query
"Bro what day is the midterm I am panicking",exam_query
"Do we have any exam this week or nah",exam_query
"Is the test tomorrow or next week I am confused",exam_query
"Exam at 9 or 10 I keep mixing it up",exam_query
"Wait is the final in person or on zoom",exam_query
"We got a quiz today right or am I dreaming",exam_query
"Is there a surprise test or was that a rumor",exam_query
"Do we have two exams or just one big final",exam_query
"Lowkey scared about the midterm when exactly is it",exam_query
"When is the orientation session for new students?",event_query
"What time is the welcome event for our department?",event_query
"When is the department meet and greet happening?",event_query
"What day is the career fair on campus?",event_query
"At what time does the internship info session start?",event_query
"When is the hackathon scheduled to begin?",event_query
"What time is the guest lecture taking place?",event_query
"When is the workshop on machine learning being held?",event_query
"What day is the student club meeting this week?",event_query
"When is the next research seminar in our department?",event_query
"What time is the advising information session?",event_query
"When is the open house event for the program?",event_query
"When is the campus tour for new students?",event_query
"What day is the department town hall meeting?",event_query
"When is the next social event for CS students?",event_query
"What time is the networking night event?",event_query
"When is the grad school information session?",event_query
"When is the resume workshop scheduled?",event_query
"What day is the alumni panel discussion?",event_query
"When is the next tech talk on campus?",event_query
"When is the scholarship information event?",event_query
"What time is the orientation for transfer students?",event_query
"When is the welcome back event after break?",event_query
"When is the next coding competition happening?",event_query
"What day is the company info session for internships?",event_query
"When is the on campus recruiting event?",event_query
"When is the student organization fair?",event_query
"When is the study abroad information session?",event_query
"When is the mental health workshop scheduled?",event_query
"When is the diversity and inclusion event?",event_query
"What time is the pizza social tonight?",event_query
"When is the research poster session?",event_query
"At what time is the faculty Q and A happening?",event_query
"When is the first year mixer event?",event_query
"When is the graduation information meeting?",event_query
"When is the capstone showcase scheduled?",event_query
"When is the internship panel this month?",event_query
"When is the scholarship workshop being held?",event_query
"When is the exam preparation workshop?",event_query
"When is the academic integrity seminar?",event_query
"When is the cybersecurity awareness talk?",event_query
"When is the departmental awards ceremony?",event_query
"When is the orientation for teaching assistants?",event_query
"When is the tutoring center open house?",event_query
"When is the mid semester check in event?",event_query
"When is the finals de stress event on campus?",event_query
"When is the coffee chat with faculty?",event_query
"When is the graduate open day for CS?",event_query
"When is the student project expo?",event_query
"When is the library workshop for research skills?",event_query
"When is the registration help session for next semester?",event_query
"When is the poster fair for student clubs?",event_query
"When is the welcome lunch for new majors?",event_query
"When is the student leadership training event?",event_query
"When is the career readiness bootcamp?",event_query
"When is the volunteering fair happening?",event_query
"When is the orientation for international students?",event_query
"Yo when is that cs welcome event again",event_query
"Bro what time is the hackathon starting I forgot",event_query
"When is that free pizza thing for cs students lol",event_query
"Is the career fair today or tomorrow I am lost",event_query
"When is that big networking event thing",event_query
"Wait when is the info session for internships again",event_query
"That workshop on ml when is it happening",event_query
"Any idea when the club meeting is this week",event_query
"That talk with the guest speaker when is it",event_query
"When is that chill social event you mentioned",event_query
"When is the next assignment due for CS 575?",assignment_query
"What is the deadline for the homework in CS 575?",assignment_query
"When do we have to submit Assignment 1?",assignment_query
"When is Project 1 due for this class?",assignment_query
"Is there any homework due this week for CS 575?",assignment_query
"Do we have any assignments due tomorrow?",assignment_query
"What is the due date for the lab report?",assignment_query
"When do we need to turn in the programming assignment?",assignment_query
"Is there anything we need to submit before the next class?",assignment_query
"When is the final project due for this course?",assignment_query
"When is the last day to submit the term paper?",assignment_query
"Are late submissions allowed for this assignment?",assignment_query
"Do we get any grace period for the homework deadline?",assignment_query
"Is there extra credit homework we can submit?",assignment_query
"How many assignments are there in CS 575?",assignment_query
"How many homeworks do we have for this course?",assignment_query
"Are there weekly assignments or just a big project?",assignment_query
"Is the project done individually or in groups?",assignment_query
"Do we have to do a group presentation for this class?",assignment_query
"Is there a written report required for the final project?",assignment_query
"Is the lab work graded as part of assignments?",assignment_query
